master_seed,data_load,partition,fit_encoder_dict,sparse_codes_train,sparse_codes_val,sparse_codes_test,val_logreg,val_gboost,val_svm,val_rf,test_logreg,test_gboost,test_svm,test_rf,seed_total
17,11.792,0.033,575.095,65.264,49.392,49.338,0.057,2.318,0.157,1.059,0.053,2.387,0.157,0.992,759.258
94,11.864,0.032,596.159,64.127,47.238,48.621,0.057,2.275,0.149,1.132,0.058,2.258,0.151,1.088,776.370
