metric,mean,std_ddof1,ci95_halfwidth,n
LogisticRegression/Macro-Precision,0.6350,0.0190,0.0236,5
LogisticRegression/Macro-Recall,0.6821,0.0185,0.0230,5
LogisticRegression/Macro-F1,0.6525,0.0143,0.0178,5
LogisticRegression/Macro-PR-AUC,0.6205,0.0135,0.0167,5
LogisticRegression/Accuracy,0.9259,0.0105,0.0130,5
LogisticRegression/ROC-AUC,0.8154,0.0124,0.0154,5
LogisticRegression/MCC,0.3124,0.0251,0.0312,5
LogisticRegression/Minority-Precision,0.2994,0.0386,0.0480,5
LogisticRegression/Minority-Recall,0.4131,0.0454,0.0564,5
LogisticRegression/Minority-F1,0.3443,0.0248,0.0308,5
LogisticRegression/Minority-PR-AUC,0.2552,0.0260,0.0323,5
GradientBoosting/Macro-Precision,0.6475,0.0209,0.0260,5
GradientBoosting/Macro-Recall,0.6478,0.0230,0.0286,5
GradientBoosting/Macro-F1,0.6457,0.0115,0.0142,5
GradientBoosting/Macro-PR-AUC,0.6258,0.0146,0.0181,5
GradientBoosting/Accuracy,0.9359,0.0078,0.0097,5
GradientBoosting/ROC-AUC,0.7601,0.0216,0.0269,5
GradientBoosting/MCC,0.2938,0.0249,0.0309,5
GradientBoosting/Minority-Precision,0.3281,0.0427,0.0530,5
GradientBoosting/Minority-Recall,0.3300,0.0545,0.0677,5
GradientBoosting/Minority-F1,0.3251,0.0223,0.0277,5
GradientBoosting/Minority-PR-AUC,0.2709,0.0277,0.0345,5
LinearSVM/Macro-Precision,0.6282,0.0252,0.0313,5
LinearSVM/Macro-Recall,0.6878,0.0198,0.0245,5
LinearSVM/Macro-F1,0.6480,0.0186,0.0231,5
LinearSVM/Macro-PR-AUC,0.6123,0.0150,0.0186,5
LinearSVM/Accuracy,0.9200,0.0152,0.0188,5
LinearSVM/ROC-AUC,0.8115,0.0133,0.0166,5
LinearSVM/MCC,0.3084,0.0297,0.0369,5
LinearSVM/Minority-Precision,0.2852,0.0513,0.0638,5
LinearSVM/Minority-Recall,0.4315,0.0521,0.0647,5
LinearSVM/Minority-F1,0.3386,0.0303,0.0376,5
LinearSVM/Minority-PR-AUC,0.2392,0.0289,0.0359,5
RandomForest/Macro-Precision,0.6886,0.0326,0.0405,5
RandomForest/Macro-Recall,0.6617,0.0076,0.0094,5
RandomForest/Macro-F1,0.6725,0.0125,0.0155,5
RandomForest/Macro-PR-AUC,0.6590,0.0082,0.0102,5
RandomForest/Accuracy,0.9448,0.0066,0.0082,5
RandomForest/ROC-AUC,0.8050,0.0073,0.0091,5
RandomForest/MCC,0.3480,0.0286,0.0355,5
RandomForest/Minority-Precision,0.4091,0.0656,0.0814,5
RandomForest/Minority-Recall,0.3492,0.0202,0.0251,5
RandomForest/Minority-F1,0.3739,0.0218,0.0271,5
RandomForest/Minority-PR-AUC,0.3336,0.0167,0.0208,5
SRC_pure/Macro-Precision,nan,nan,nan,5
SRC_pure/Macro-Recall,nan,nan,nan,5
SRC_pure/Macro-F1,nan,nan,nan,5
SRC_pure/Macro-PR-AUC,nan,nan,nan,5
SRC_pure/Accuracy,nan,nan,nan,5
SRC_pure/ROC-AUC,nan,nan,nan,5
SRC_pure/MCC,nan,nan,nan,5
SRC_pure/Minority-Precision,nan,nan,nan,5
SRC_pure/Minority-Recall,nan,nan,nan,5
SRC_pure/Minority-F1,nan,nan,nan,5
SRC_pure/Minority-PR-AUC,nan,nan,nan,5
SRC_fddl/Macro-Precision,nan,nan,nan,5
SRC_fddl/Macro-Recall,nan,nan,nan,5
SRC_fddl/Macro-F1,nan,nan,nan,5
SRC_fddl/Macro-PR-AUC,nan,nan,nan,5
SRC_fddl/Accuracy,nan,nan,nan,5
SRC_fddl/ROC-AUC,nan,nan,nan,5
SRC_fddl/MCC,nan,nan,nan,5
SRC_fddl/Minority-Precision,nan,nan,nan,5
SRC_fddl/Minority-Recall,nan,nan,nan,5
SRC_fddl/Minority-F1,nan,nan,nan,5
SRC_fddl/Minority-PR-AUC,nan,nan,nan,5
