master_seed,data_load,partition,fit_encoder_dict,sparse_codes_train,sparse_codes_val,sparse_codes_test,val_logreg,val_gboost,val_svm,val_rf,test_logreg,test_gboost,test_svm,test_rf,seed_total
4,11.878,0.038,153.761,59.707,45.222,46.149,0.039,1.784,0.106,0.695,0.030,1.765,0.093,0.695,321.980
44,11.642,0.032,152.626,61.020,45.322,46.064,0.041,1.779,0.094,0.698,0.030,1.772,0.094,0.692,321.928
