master_seed,data_load,partition,fit_encoder_dict,sparse_codes_train,sparse_codes_val,sparse_codes_test,val_logreg,val_gboost,val_svm,val_rf,test_logreg,test_gboost,test_svm,test_rf,src_embeddings,src_pure,src_fddl,seed_total
2,11.659,0.038,187.126,61.263,46.012,45.665,0.050,28.554,1.683,2.750,0.045,28.662,1.664,2.729,45.470,0.291,0.203,463.888
34,11.566,0.042,185.862,61.232,46.601,44.195,0.057,28.393,1.786,2.989,0.051,28.387,1.816,2.980,44.156,0.322,0.200,460.653
