metric,mean,std_ddof1,ci95_halfwidth,n
LogisticRegression/Macro-Precision,0.6104,0.0075,0.0672,2
LogisticRegression/Macro-Recall,0.6550,0.0242,0.2178,2
LogisticRegression/Macro-F1,0.6266,0.0015,0.0138,2
LogisticRegression/Macro-PR-AUC,0.6099,0.0072,0.0646,2
LogisticRegression/Accuracy,0.9191,0.0105,0.0940,2
LogisticRegression/ROC-AUC,0.7927,0.0021,0.0191,2
LogisticRegression/MCC,0.2608,0.0116,0.1045,2
LogisticRegression/Minority-Precision,0.2528,0.0175,0.1576,2
LogisticRegression/Minority-Recall,0.3635,0.0626,0.5620,2
LogisticRegression/Minority-F1,0.2961,0.0090,0.0808,2
LogisticRegression/Minority-PR-AUC,0.2367,0.0145,0.1300,2
GradientBoosting/Macro-Precision,0.7109,0.0213,0.1912,2
GradientBoosting/Macro-Recall,0.6471,0.0456,0.4093,2
GradientBoosting/Macro-F1,0.6684,0.0265,0.2384,2
GradientBoosting/Macro-PR-AUC,0.6729,0.0175,0.1572,2
GradientBoosting/Accuracy,0.9495,0.0043,0.0390,2
GradientBoosting/ROC-AUC,0.8117,0.0069,0.0624,2
GradientBoosting/MCC,0.3486,0.0372,0.3340,2
GradientBoosting/Minority-Precision,0.4552,0.0470,0.4220,2
GradientBoosting/Minority-Recall,0.3135,0.1006,0.9041,2
GradientBoosting/Minority-F1,0.3632,0.0555,0.4988,2
GradientBoosting/Minority-PR-AUC,0.3607,0.0371,0.3330,2
LinearSVM/Macro-Precision,0.6191,0.0301,0.2707,2
LinearSVM/Macro-Recall,0.6826,0.0495,0.4450,2
LinearSVM/Macro-F1,0.6348,0.0128,0.1152,2
LinearSVM/Macro-PR-AUC,0.6238,0.0070,0.0628,2
LinearSVM/Accuracy,0.9126,0.0313,0.2809,2
LinearSVM/ROC-AUC,0.8054,0.0047,0.0422,2
LinearSVM/MCC,0.2899,0.0027,0.0247,2
LinearSVM/Minority-Precision,0.2672,0.0659,0.5925,2
LinearSVM/Minority-Recall,0.4288,0.1387,1.2462,2
LinearSVM/Minority-F1,0.3166,0.0078,0.0704,2
LinearSVM/Minority-PR-AUC,0.2640,0.0146,0.1308,2
RandomForest/Macro-Precision,0.6686,0.0046,0.0409,2
RandomForest/Macro-Recall,0.7014,0.0118,0.1063,2
RandomForest/Macro-F1,0.6832,0.0075,0.0673,2
RandomForest/Macro-PR-AUC,0.6597,0.0008,0.0068,2
RandomForest/Accuracy,0.9378,0.0004,0.0034,2
RandomForest/ROC-AUC,0.8268,0.0010,0.0088,2
RandomForest/MCC,0.3685,0.0158,0.1420,2
RandomForest/Minority-Precision,0.3651,0.0079,0.0714,2
RandomForest/Minority-Recall,0.4404,0.0245,0.2199,2
RandomForest/Minority-F1,0.3992,0.0148,0.1331,2
RandomForest/Minority-PR-AUC,0.3336,0.0019,0.0175,2
SRC_pure/Macro-Precision,0.5002,0.0038,0.0340,2
SRC_pure/Macro-Recall,0.5000,0.0013,0.0114,2
SRC_pure/Macro-F1,0.4959,0.0011,0.0098,2
SRC_pure/Macro-PR-AUC,0.4974,0.0024,0.0214,2
SRC_pure/Accuracy,0.9391,0.0024,0.0218,2
SRC_pure/ROC-AUC,0.4630,0.0277,0.2487,2
SRC_pure/MCC,0.0001,0.0044,0.0393,2
SRC_pure/Minority-Precision,0.0474,0.0074,0.0669,2
SRC_pure/Minority-Recall,0.0154,0.0000,0.0000,2
SRC_pure/Minority-F1,0.0232,0.0009,0.0081,2
SRC_pure/Minority-PR-AUC,0.0436,0.0017,0.0156,2
SRC_fddl/Macro-Precision,0.5094,0.0092,0.0828,2
SRC_fddl/Macro-Recall,0.5018,0.0020,0.0178,2
SRC_fddl/Macro-F1,0.4959,0.0040,0.0363,2
SRC_fddl/Macro-PR-AUC,0.4978,0.0024,0.0212,2
SRC_fddl/Accuracy,0.9461,0.0011,0.0103,2
SRC_fddl/ROC-AUC,0.4666,0.0279,0.2510,2
SRC_fddl/MCC,0.0083,0.0086,0.0770,2
SRC_fddl/Minority-Precision,0.0655,0.0182,0.1639,2
SRC_fddl/Minority-Recall,0.0115,0.0054,0.0489,2
SRC_fddl/Minority-F1,0.0196,0.0087,0.0781,2
SRC_fddl/Minority-PR-AUC,0.0442,0.0019,0.0170,2
