metric,mean,std_ddof1,ci95_halfwidth,n
LogisticRegression/Macro-Precision,0.5777,0.0173,0.1551,2
LogisticRegression/Macro-Recall,0.6186,0.0003,0.0025,2
LogisticRegression/Macro-F1,0.5909,0.0149,0.1341,2
LogisticRegression/Macro-PR-AUC,0.5624,0.0054,0.0488,2
LogisticRegression/Accuracy,0.9055,0.0167,0.1502,2
LogisticRegression/ROC-AUC,0.7426,0.0114,0.1023,2
LogisticRegression/MCC,0.1914,0.0212,0.1901,2
LogisticRegression/Minority-Precision,0.1909,0.0348,0.3125,2
LogisticRegression/Minority-Recall,0.3019,0.0190,0.1710,2
LogisticRegression/Minority-F1,0.2323,0.0204,0.1837,2
LogisticRegression/Minority-PR-AUC,0.1454,0.0085,0.0763,2
GradientBoosting/Macro-Precision,0.6446,0.0297,0.2664,2
GradientBoosting/Macro-Recall,0.6526,0.0144,0.1293,2
GradientBoosting/Macro-F1,0.6464,0.0093,0.0837,2
GradientBoosting/Macro-PR-AUC,0.6273,0.0114,0.1024,2
GradientBoosting/Accuracy,0.9338,0.0120,0.1078,2
GradientBoosting/ROC-AUC,0.7907,0.0222,0.1991,2
GradientBoosting/MCC,0.2955,0.0165,0.1486,2
GradientBoosting/Minority-Precision,0.3218,0.0609,0.5472,2
GradientBoosting/Minority-Recall,0.3423,0.0435,0.3910,2
GradientBoosting/Minority-F1,0.3276,0.0120,0.1081,2
GradientBoosting/Minority-PR-AUC,0.2718,0.0220,0.1976,2
LinearSVM/Macro-Precision,0.5732,0.0014,0.0125,2
LinearSVM/Macro-Recall,0.6408,0.0079,0.0711,2
LinearSVM/Macro-F1,0.5911,0.0023,0.0207,2
LinearSVM/Macro-PR-AUC,0.5657,0.0077,0.0692,2
LinearSVM/Accuracy,0.8922,0.0022,0.0195,2
LinearSVM/ROC-AUC,0.7541,0.0156,0.1399,2
LinearSVM/MCC,0.2031,0.0076,0.0685,2
LinearSVM/Minority-Precision,0.1794,0.0019,0.0173,2
LinearSVM/Minority-Recall,0.3635,0.0190,0.1710,2
LinearSVM/Minority-F1,0.2402,0.0059,0.0529,2
LinearSVM/Minority-PR-AUC,0.1511,0.0131,0.1180,2
RandomForest/Macro-Precision,0.7149,0.0357,0.3212,2
RandomForest/Macro-Recall,0.6863,0.0018,0.0158,2
RandomForest/Macro-F1,0.6985,0.0141,0.1265,2
RandomForest/Macro-PR-AUC,0.6665,0.0335,0.3008,2
RandomForest/Accuracy,0.9492,0.0065,0.0585,2
RandomForest/ROC-AUC,0.8164,0.0198,0.1783,2
RandomForest/MCC,0.3994,0.0315,0.2827,2
RandomForest/Minority-Precision,0.4593,0.0718,0.6451,2
RandomForest/Minority-Recall,0.3962,0.0109,0.0977,2
RandomForest/Minority-F1,0.4236,0.0246,0.2215,2
RandomForest/Minority-PR-AUC,0.3490,0.0650,0.5844,2
SRC_pure/Macro-Precision,0.5161,0.0051,0.0462,2
SRC_pure/Macro-Recall,0.5226,0.0057,0.0509,2
SRC_pure/Macro-F1,0.5177,0.0060,0.0536,2
SRC_pure/Macro-PR-AUC,0.5074,0.0013,0.0114,2
SRC_pure/Accuracy,0.8951,0.0059,0.0527,2
SRC_pure/ROC-AUC,0.5333,0.0129,0.1155,2
SRC_pure/MCC,0.0381,0.0109,0.0978,2
SRC_pure/Minority-Precision,0.0769,0.0098,0.0877,2
SRC_pure/Minority-Recall,0.1115,0.0054,0.0489,2
SRC_pure/Minority-F1,0.0910,0.0087,0.0778,2
SRC_pure/Minority-PR-AUC,0.0581,0.0003,0.0029,2
SRC_fddl/Macro-Precision,0.5409,0.0053,0.0473,2
SRC_fddl/Macro-Recall,0.5222,0.0037,0.0336,2
SRC_fddl/Macro-F1,0.5269,0.0046,0.0416,2
SRC_fddl/Macro-PR-AUC,0.5127,0.0014,0.0130,2
SRC_fddl/Accuracy,0.9345,0.0003,0.0023,2
SRC_fddl/ROC-AUC,0.5576,0.0151,0.1358,2
SRC_fddl/MCC,0.0603,0.0090,0.0805,2
SRC_fddl/Minority-Precision,0.1266,0.0102,0.0915,2
SRC_fddl/Minority-Recall,0.0673,0.0082,0.0733,2
SRC_fddl/Minority-F1,0.0879,0.0094,0.0846,2
SRC_fddl/Minority-PR-AUC,0.0670,0.0004,0.0040,2
