master_seed,data_load,partition,fit_encoder_dict,sparse_codes_train,sparse_codes_val,sparse_codes_test,val_logreg,val_gboost,val_svm,val_rf,test_logreg,test_gboost,test_svm,test_rf,seed_total
45,16.295,0.088,109.531,6.757,5.195,4.808,0.076,1.759,0.121,0.832,0.076,1.742,0.152,0.835,148.272
14,16.879,0.105,111.202,7.070,5.535,4.856,0.084,1.753,0.162,0.825,0.057,1.753,0.167,0.999,151.450
50,16.369,0.110,122.139,7.363,5.657,5.049,0.065,1.743,0.139,0.807,0.079,1.742,0.182,0.994,162.444
80,14.864,0.107,113.801,7.456,5.385,5.344,0.102,1.753,0.177,0.839,0.105,2.119,0.138,0.996,153.195
87,16.294,0.103,112.765,7.592,5.484,5.472,0.078,2.153,0.165,0.784,0.081,1.771,0.164,0.787,153.698
