master_seed,data_load,partition,fit_encoder_dict,sparse_codes_train,sparse_codes_val,sparse_codes_test,val_logreg,val_gboost,val_svm,val_rf,test_logreg,test_gboost,test_svm,test_rf,seed_total
12,16.955,0.068,34.249,36.493,28.530,28.288,0.107,19.764,0.824,2.513,0.075,19.195,0.769,2.517,190.353
75,16.682,0.102,36.178,37.536,28.625,27.491,0.115,19.821,0.877,3.088,0.093,19.276,0.784,2.518,193.193
34,16.544,0.093,35.446,36.269,27.658,28.606,0.095,19.776,0.989,2.428,0.115,19.633,0.862,2.401,190.923
42,16.536,0.103,35.605,37.227,27.407,27.133,0.106,19.735,0.755,2.463,0.091,19.127,0.806,2.456,189.555
1,16.542,0.112,34.866,35.537,28.546,26.990,0.084,19.135,0.755,2.828,0.107,19.385,0.786,2.473,188.151
