metric,mean,std_ddof1,ci95_halfwidth,n
LogisticRegression/Accuracy,0.9435,0.0040,0.0050,5
LogisticRegression/Precision,0.4145,0.0294,0.0365,5
LogisticRegression/Recall,0.4815,0.0309,0.0384,5
LogisticRegression/F1-Score,0.4444,0.0166,0.0206,5
LogisticRegression/ROC-AUC,0.8475,0.0078,0.0097,5
LogisticRegression/PR-AUC,0.3896,0.0362,0.0450,5
GradientBoosting/Accuracy,0.9447,0.0069,0.0086,5
GradientBoosting/Precision,0.4236,0.0658,0.0817,5
GradientBoosting/Recall,0.4400,0.0212,0.0263,5
GradientBoosting/F1-Score,0.4289,0.0283,0.0352,5
GradientBoosting/ROC-AUC,0.8180,0.0104,0.0129,5
GradientBoosting/PR-AUC,0.3604,0.0214,0.0266,5
LinearSVM/Accuracy,0.9479,0.0063,0.0078,5
LinearSVM/Precision,0.4528,0.0590,0.0732,5
LinearSVM/Recall,0.4338,0.0481,0.0597,5
LinearSVM/F1-Score,0.4389,0.0214,0.0265,5
LinearSVM/ROC-AUC,0.8384,0.0091,0.0113,5
LinearSVM/PR-AUC,0.3791,0.0268,0.0333,5
RandomForest/Accuracy,0.9495,0.0099,0.0123,5
RandomForest/Precision,0.4920,0.1130,0.1404,5
RandomForest/Recall,0.4808,0.0745,0.0925,5
RandomForest/F1-Score,0.4734,0.0195,0.0242,5
RandomForest/ROC-AUC,0.8574,0.0085,0.0106,5
RandomForest/PR-AUC,0.4181,0.0236,0.0293,5
SRC_pure/balanced_acc,0.7478,0.0067,0.0083,5
SRC_pure/precision,0.1501,0.0068,0.0085,5
SRC_pure/recall,0.6877,0.0092,0.0114,5
SRC_pure/f1_score,0.2464,0.0093,0.0115,5
SRC_pure/roc_auc,0.8142,0.0090,0.0112,5
SRC_pure/pr_auc,0.2796,0.0175,0.0217,5
SRC_fddl/balanced_acc,0.7480,0.0067,0.0083,5
SRC_fddl/precision,0.1500,0.0067,0.0083,5
SRC_fddl/recall,0.6885,0.0094,0.0117,5
SRC_fddl/f1_score,0.2462,0.0092,0.0114,5
SRC_fddl/roc_auc,0.8141,0.0090,0.0112,5
SRC_fddl/pr_auc,0.2794,0.0175,0.0217,5
