master_seed,data_load,partition,fit_encoder_dict,sparse_codes_train,sparse_codes_val,sparse_codes_test,val_logreg,val_gboost,val_svm,val_rf,test_logreg,test_gboost,test_svm,test_rf,src_embeddings,src_pure,src_fddl,seed_total
16,11.644,0.035,158.831,59.751,45.927,46.924,0.034,3.889,0.161,0.984,0.032,3.944,0.159,0.975,46.823,0.217,0.191,380.539
48,11.594,0.035,160.645,60.091,45.378,45.227,0.035,3.890,0.174,1.036,0.030,3.890,0.164,1.036,45.159,0.266,0.127,378.794
56,11.557,0.034,157.545,61.966,45.798,45.697,0.036,3.954,0.163,1.011,0.032,3.911,0.162,1.008,45.954,0.218,0.179,379.242
90,11.927,0.034,161.763,62.139,45.811,46.042,0.036,3.928,0.163,1.009,0.030,3.932,0.162,1.008,45.962,0.189,0.195,384.352
26,11.947,0.034,160.298,62.378,47.383,46.026,0.032,3.898,0.147,1.016,0.029,3.890,0.146,1.012,45.847,0.219,0.139,384.461
