metric,mean,std_ddof1,ci95_halfwidth,n
LogisticRegression/Macro-Precision,0.5797,0.0107,0.0133,5
LogisticRegression/Macro-Recall,0.6473,0.0117,0.0146,5
LogisticRegression/Macro-F1,0.5972,0.0118,0.0146,5
LogisticRegression/Macro-PR-AUC,0.5763,0.0059,0.0073,5
LogisticRegression/Accuracy,0.8944,0.0192,0.0238,5
LogisticRegression/ROC-AUC,0.7578,0.0163,0.0202,5
LogisticRegression/MCC,0.2158,0.0105,0.0130,5
LogisticRegression/Minority-Precision,0.1917,0.0227,0.0281,5
LogisticRegression/Minority-Recall,0.3746,0.0437,0.0543,5
LogisticRegression/Minority-F1,0.2512,0.0131,0.0162,5
LogisticRegression/Minority-PR-AUC,0.1714,0.0115,0.0143,5
GradientBoosting/Macro-Precision,0.6452,0.0232,0.0289,5
GradientBoosting/Macro-Recall,0.6623,0.0129,0.0161,5
GradientBoosting/Macro-F1,0.6512,0.0121,0.0151,5
GradientBoosting/Macro-PR-AUC,0.6365,0.0136,0.0169,5
GradientBoosting/Accuracy,0.9327,0.0107,0.0133,5
GradientBoosting/ROC-AUC,0.8006,0.0207,0.0257,5
GradientBoosting/MCC,0.3056,0.0208,0.0258,5
GradientBoosting/Minority-Precision,0.3220,0.0474,0.0589,5
GradientBoosting/Minority-Recall,0.3638,0.0365,0.0454,5
GradientBoosting/Minority-F1,0.3380,0.0194,0.0241,5
GradientBoosting/Minority-PR-AUC,0.2891,0.0264,0.0328,5
LinearSVM/Macro-Precision,0.5839,0.0140,0.0174,5
LinearSVM/Macro-Recall,0.6468,0.0176,0.0218,5
LinearSVM/Macro-F1,0.6003,0.0107,0.0133,5
LinearSVM/Macro-PR-AUC,0.5802,0.0063,0.0079,5
LinearSVM/Accuracy,0.8983,0.0194,0.0241,5
LinearSVM/ROC-AUC,0.7718,0.0116,0.0145,5
LinearSVM/MCC,0.2202,0.0108,0.0134,5
LinearSVM/Minority-Precision,0.2002,0.0299,0.0371,5
LinearSVM/Minority-Recall,0.3692,0.0561,0.0697,5
LinearSVM/Minority-F1,0.2552,0.0123,0.0153,5
LinearSVM/Minority-PR-AUC,0.1776,0.0128,0.0159,5
RandomForest/Macro-Precision,0.6885,0.0224,0.0278,5
RandomForest/Macro-Recall,0.6974,0.0130,0.0162,5
RandomForest/Macro-F1,0.6918,0.0114,0.0142,5
RandomForest/Macro-PR-AUC,0.6750,0.0163,0.0202,5
RandomForest/Accuracy,0.9431,0.0056,0.0070,5
RandomForest/ROC-AUC,0.8250,0.0139,0.0173,5
RandomForest/MCC,0.3849,0.0227,0.0282,5
RandomForest/Minority-Precision,0.4053,0.0453,0.0563,5
RandomForest/Minority-Recall,0.4262,0.0305,0.0378,5
RandomForest/Minority-F1,0.4134,0.0206,0.0256,5
RandomForest/Minority-PR-AUC,0.3648,0.0315,0.0391,5
SRC_pure/Macro-Precision,0.5367,0.0048,0.0059,5
SRC_pure/Macro-Recall,0.5535,0.0105,0.0130,5
SRC_pure/Macro-F1,0.5421,0.0062,0.0077,5
SRC_pure/Macro-PR-AUC,0.5186,0.0059,0.0073,5
SRC_pure/Accuracy,0.8995,0.0051,0.0064,5
SRC_pure/ROC-AUC,0.5572,0.0204,0.0254,5
SRC_pure/MCC,0.0886,0.0141,0.0175,5
SRC_pure/Minority-Precision,0.1153,0.0086,0.0107,5
SRC_pure/Minority-Recall,0.1715,0.0263,0.0327,5
SRC_pure/Minority-F1,0.1376,0.0140,0.0173,5
SRC_pure/Minority-PR-AUC,0.0789,0.0094,0.0117,5
SRC_fddl/Macro-Precision,0.5707,0.0065,0.0081,5
SRC_fddl/Macro-Recall,0.5413,0.0108,0.0134,5
SRC_fddl/Macro-F1,0.5502,0.0108,0.0134,5
SRC_fddl/Macro-PR-AUC,0.5247,0.0062,0.0077,5
SRC_fddl/Accuracy,0.9364,0.0023,0.0028,5
SRC_fddl/ROC-AUC,0.5809,0.0191,0.0237,5
SRC_fddl/MCC,0.1078,0.0187,0.0232,5
SRC_fddl/Minority-Precision,0.1845,0.0121,0.0151,5
SRC_fddl/Minority-Recall,0.1054,0.0250,0.0311,5
SRC_fddl/Minority-F1,0.1334,0.0228,0.0283,5
SRC_fddl/Minority-PR-AUC,0.0881,0.0099,0.0123,5
