metric,mean,std_ddof1,ci95_halfwidth,n
LogisticRegression/Accuracy,0.9158,0.0158,0.0196,5
LogisticRegression/Precision,0.2677,0.0426,0.0529,5
LogisticRegression/Recall,0.4277,0.0476,0.0591,5
LogisticRegression/F1-Score,0.3250,0.0207,0.0257,5
LogisticRegression/ROC-AUC,0.8114,0.0157,0.0195,5
LogisticRegression/PR-AUC,0.2529,0.0278,0.0345,5
GradientBoosting/Accuracy,0.9305,0.0069,0.0086,5
GradientBoosting/Precision,0.3157,0.0246,0.0305,5
GradientBoosting/Recall,0.4031,0.0517,0.0642,5
GradientBoosting/F1-Score,0.3519,0.0205,0.0255,5
GradientBoosting/ROC-AUC,0.8037,0.0144,0.0179,5
GradientBoosting/PR-AUC,0.2762,0.0192,0.0238,5
LinearSVM/Accuracy,0.9168,0.0185,0.0230,5
LinearSVM/Precision,0.2764,0.0540,0.0670,5
LinearSVM/Recall,0.4338,0.0497,0.0618,5
LinearSVM/F1-Score,0.3321,0.0280,0.0348,5
LinearSVM/ROC-AUC,0.8125,0.0157,0.0195,5
LinearSVM/PR-AUC,0.2557,0.0251,0.0311,5
RandomForest/Accuracy,0.9474,0.0068,0.0084,5
RandomForest/Precision,0.4454,0.0713,0.0885,5
RandomForest/Recall,0.4000,0.0327,0.0407,5
RandomForest/F1-Score,0.4177,0.0241,0.0299,5
RandomForest/ROC-AUC,0.8365,0.0143,0.0178,5
RandomForest/PR-AUC,0.3647,0.0261,0.0324,5
SRC_pure/balanced_acc,0.6400,0.0240,0.0298,5
SRC_pure/precision,0.1818,0.0240,0.0298,5
SRC_pure/recall,0.3600,0.0472,0.0586,5
SRC_pure/f1_score,0.2413,0.0305,0.0379,5
SRC_pure/roc_auc,0.7733,0.0146,0.0182,5
SRC_pure/pr_auc,0.1423,0.0187,0.0232,5
SRC_fddl/balanced_acc,0.6361,0.0223,0.0277,5
SRC_fddl/precision,0.1983,0.0229,0.0285,5
SRC_fddl/recall,0.3400,0.0451,0.0559,5
SRC_fddl/f1_score,0.2502,0.0293,0.0364,5
SRC_fddl/roc_auc,0.7793,0.0123,0.0153,5
SRC_fddl/pr_auc,0.1534,0.0187,0.0233,5
