master_seed,total_atoms,GCN_train/Macro-Precision,GCN_train/Macro-Recall,GCN_train/Macro-F1,GCN_train/Macro-PR-AUC,GCN_train/Accuracy,GCN_train/ROC-AUC,GCN_train/MCC,GCN_train/Minority-Precision,GCN_train/Minority-Recall,GCN_train/Minority-F1,GCN_train/Minority-PR-AUC,GCN/Macro-Precision,GCN/Macro-Recall,GCN/Macro-F1,GCN/Macro-PR-AUC,GCN/Accuracy,GCN/ROC-AUC,GCN/MCC,GCN/Minority-Precision,GCN/Minority-Recall,GCN/Minority-F1,GCN/Minority-PR-AUC
23,32,0.4766997191106298,0.5,0.48807193222570644,0.5,0.9533994382212596,0.5,0.0,0.0,0.0,0.0,0.0466005617787404,0.47583919870059554,0.5,0.48762050072820584,0.5,0.9516783974011911,0.5,0.0,0.0,0.0,0.0,0.04832160259880888
57,32,0.4765135876002572,0.5,0.4879743545312771,0.5,0.9530271752005144,0.5,0.0,0.0,0.0,0.0,0.0469728247994856,0.4765836491608013,0.5,0.488011088011088,0.5,0.9531672983216026,0.5,0.0,0.0,0.0,0.0,0.0468327016783974
