master_seed,data_load,partition,fit_encoder_dict,sparse_codes_train,sparse_codes_val,sparse_codes_test,val_logreg,val_gboost,val_svm,val_rf,test_logreg,test_gboost,test_svm,test_rf,src_embeddings,src_pure,src_fddl,seed_total
92,11.723,0.038,345.411,61.613,45.591,46.397,0.124,120.078,27.759,5.654,0.117,119.379,28.852,5.657,46.488,1.246,1.124,867.272
98,12.027,0.035,342.813,62.181,45.355,46.812,0.133,118.664,19.030,5.518,0.121,118.481,18.500,5.502,46.752,1.265,1.127,844.338
