metric,mean,std_ddof1,ci95_halfwidth,n
LogisticRegression/Macro-Precision,0.6216,0.0047,0.0422,2
LogisticRegression/Macro-Recall,0.6596,0.0374,0.3364,2
LogisticRegression/Macro-F1,0.6355,0.0095,0.0850,2
LogisticRegression/Macro-PR-AUC,0.6043,0.0057,0.0517,2
LogisticRegression/Accuracy,0.9244,0.0100,0.0894,2
LogisticRegression/ROC-AUC,0.8090,0.0100,0.0894,2
LogisticRegression/MCC,0.2772,0.0274,0.2464,2
LogisticRegression/Minority-Precision,0.2748,0.0133,0.1192,2
LogisticRegression/Minority-Recall,0.3673,0.0897,0.8064,2
LogisticRegression/Minority-F1,0.3111,0.0246,0.2209,2
LogisticRegression/Minority-PR-AUC,0.2237,0.0113,0.1011,2
GradientBoosting/Macro-Precision,0.6739,0.0197,0.1773,2
GradientBoosting/Macro-Recall,0.7161,0.0119,0.1072,2
GradientBoosting/Macro-F1,0.6921,0.0172,0.1541,2
GradientBoosting/Macro-PR-AUC,0.6778,0.0066,0.0596,2
GradientBoosting/Accuracy,0.9380,0.0055,0.0493,2
GradientBoosting/ROC-AUC,0.8385,0.0176,0.1581,2
GradientBoosting/MCC,0.3876,0.0327,0.2939,2
GradientBoosting/Minority-Precision,0.3741,0.0384,0.3452,2
GradientBoosting/Minority-Recall,0.4712,0.0190,0.1710,2
GradientBoosting/Minority-F1,0.4169,0.0313,0.2816,2
GradientBoosting/Minority-PR-AUC,0.3682,0.0117,0.1053,2
LinearSVM/Macro-Precision,0.6360,0.0158,0.1416,2
LinearSVM/Macro-Recall,0.6822,0.0154,0.1384,2
LinearSVM/Macro-F1,0.6548,0.0162,0.1452,2
LinearSVM/Macro-PR-AUC,0.6197,0.0114,0.1026,2
LinearSVM/Accuracy,0.9275,0.0047,0.0424,2
LinearSVM/ROC-AUC,0.8227,0.0179,0.1607,2
LinearSVM/MCC,0.3148,0.0316,0.2835,2
LinearSVM/Minority-Precision,0.3015,0.0301,0.2703,2
LinearSVM/Minority-Recall,0.4115,0.0272,0.2444,2
LinearSVM/Minority-F1,0.3480,0.0298,0.2675,2
LinearSVM/Minority-PR-AUC,0.2542,0.0215,0.1928,2
RandomForest/Macro-Precision,0.7071,0.0057,0.0513,2
RandomForest/Macro-Recall,0.7190,0.0057,0.0509,2
RandomForest/Macro-F1,0.7128,0.0004,0.0036,2
RandomForest/Macro-PR-AUC,0.6888,0.0032,0.0288,2
RandomForest/Accuracy,0.9471,0.0015,0.0138,2
RandomForest/ROC-AUC,0.8443,0.0275,0.2470,2
RandomForest/MCC,0.4259,0.0004,0.0033,2
RandomForest/Minority-Precision,0.4406,0.0120,0.1080,2
RandomForest/Minority-Recall,0.4673,0.0136,0.1222,2
RandomForest/Minority-F1,0.4534,0.0000,0.0003,2
RandomForest/Minority-PR-AUC,0.3905,0.0035,0.0318,2
SRC_pure/Macro-Precision,0.5396,0.0021,0.0190,2
SRC_pure/Macro-Recall,0.6492,0.0057,0.0513,2
SRC_pure/Macro-F1,0.5274,0.0102,0.0919,2
SRC_pure/Macro-PR-AUC,0.5630,0.0059,0.0528,2
SRC_pure/Accuracy,0.7844,0.0236,0.2121,2
SRC_pure/ROC-AUC,0.6684,0.0174,0.1568,2
SRC_pure/MCC,0.1537,0.0012,0.0105,2
SRC_pure/Minority-Precision,0.1092,0.0055,0.0492,2
SRC_pure/Minority-Recall,0.5000,0.0381,0.3421,2
SRC_pure/Minority-F1,0.1790,0.0049,0.0442,2
SRC_pure/Minority-PR-AUC,0.1576,0.0106,0.0952,2
SRC_fddl/Macro-Precision,0.5404,0.0019,0.0175,2
SRC_fddl/Macro-Recall,0.6501,0.0070,0.0630,2
SRC_fddl/Macro-F1,0.5294,0.0099,0.0892,2
SRC_fddl/Macro-PR-AUC,0.5631,0.0057,0.0513,2
SRC_fddl/Accuracy,0.7879,0.0236,0.2121,2
SRC_fddl/ROC-AUC,0.6686,0.0174,0.1566,2
SRC_fddl/MCC,0.1556,0.0001,0.0011,2
SRC_fddl/Minority-Precision,0.1106,0.0053,0.0475,2
SRC_fddl/Minority-Recall,0.4981,0.0408,0.3665,2
SRC_fddl/Minority-F1,0.1808,0.0044,0.0393,2
SRC_fddl/Minority-PR-AUC,0.1579,0.0103,0.0922,2
