master_seed,data_load,partition,fit_encoder_dict,sparse_codes_train,sparse_codes_val,sparse_codes_test,val_logreg,val_gboost,val_svm,val_rf,test_logreg,test_gboost,test_svm,test_rf,seed_total
50,11.581,0.040,17.368,4.330,3.115,2.952,0.168,24.011,0.449,2.895,0.151,24.002,0.451,2.862,94.394
0,11.472,0.034,16.878,3.758,3.306,2.810,0.158,24.326,0.446,2.809,0.145,24.303,0.444,2.804,93.712
66,11.463,0.035,16.869,3.765,3.391,2.829,0.158,24.353,0.453,3.005,0.152,24.776,0.453,2.946,94.666
47,11.499,0.034,16.929,4.223,2.942,2.800,0.137,24.106,0.457,2.870,0.121,24.085,0.456,2.877,93.551
35,11.488,0.035,16.687,3.726,3.296,2.800,0.143,24.388,0.468,2.773,0.129,24.397,0.462,2.785,93.597
