metric,mean,std_ddof1,ci95_halfwidth,n
LogisticRegression/Macro-Precision,0.7250,0.0107,0.0959,2
LogisticRegression/Macro-Recall,0.6739,0.0380,0.3417,2
LogisticRegression/Macro-F1,0.6948,0.0290,0.2604,2
LogisticRegression/Macro-PR-AUC,0.6815,0.0224,0.2010,2
LogisticRegression/Accuracy,0.9518,0.0010,0.0092,2
LogisticRegression/ROC-AUC,0.8372,0.0144,0.1292,2
LogisticRegression/MCC,0.3949,0.0527,0.4738,2
LogisticRegression/Minority-Precision,0.4807,0.0177,0.1592,2
LogisticRegression/Minority-Recall,0.3673,0.0789,0.7086,2
LogisticRegression/Minority-F1,0.4148,0.0575,0.5168,2
LogisticRegression/Minority-PR-AUC,0.3756,0.0470,0.4222,2
GradientBoosting/Macro-Precision,0.6641,0.0090,0.0813,2
GradientBoosting/Macro-Recall,0.6745,0.0222,0.1999,2
GradientBoosting/Macro-F1,0.6690,0.0152,0.1364,2
GradientBoosting/Macro-PR-AUC,0.6700,0.0042,0.0379,2
GradientBoosting/Accuracy,0.9390,0.0005,0.0046,2
GradientBoosting/ROC-AUC,0.8485,0.0155,0.1391,2
GradientBoosting/MCC,0.3383,0.0309,0.2777,2
GradientBoosting/Minority-Precision,0.3586,0.0159,0.1432,2
GradientBoosting/Minority-Recall,0.3827,0.0462,0.4154,2
GradientBoosting/Minority-F1,0.3700,0.0302,0.2709,2
GradientBoosting/Minority-PR-AUC,0.3517,0.0056,0.0504,2
LinearSVM/Macro-Precision,0.6982,0.0058,0.0522,2
LinearSVM/Macro-Recall,0.7125,0.0207,0.1860,2
LinearSVM/Macro-F1,0.7046,0.0064,0.0572,2
LinearSVM/Macro-PR-AUC,0.6833,0.0182,0.1636,2
LinearSVM/Accuracy,0.9452,0.0024,0.0218,2
LinearSVM/ROC-AUC,0.8361,0.0216,0.1939,2
LinearSVM/MCC,0.4101,0.0140,0.1258,2
LinearSVM/Minority-Precision,0.4234,0.0137,0.1232,2
LinearSVM/Minority-Recall,0.4558,0.0462,0.4154,2
LinearSVM/Minority-F1,0.4380,0.0141,0.1268,2
LinearSVM/Minority-PR-AUC,0.3794,0.0395,0.3547,2
RandomForest/Macro-Precision,0.7155,0.0513,0.4612,2
RandomForest/Macro-Recall,0.7188,0.0285,0.2559,2
RandomForest/Macro-F1,0.7127,0.0126,0.1130,2
RandomForest/Macro-PR-AUC,0.7053,0.0157,0.1413,2
RandomForest/Accuracy,0.9468,0.0123,0.1101,2
RandomForest/ROC-AUC,0.8423,0.0171,0.1539,2
RandomForest/MCC,0.4306,0.0237,0.2127,2
RandomForest/Minority-Precision,0.4572,0.1058,0.9503,2
RandomForest/Minority-Recall,0.4673,0.0734,0.6597,2
RandomForest/Minority-F1,0.4535,0.0184,0.1656,2
RandomForest/Minority-PR-AUC,0.4242,0.0282,0.2538,2
SRC_pure/Macro-Precision,0.5294,0.0052,0.0471,2
SRC_pure/Macro-Recall,0.5422,0.0051,0.0461,2
SRC_pure/Macro-F1,0.5334,0.0058,0.0521,2
SRC_pure/Macro-PR-AUC,0.5295,0.0013,0.0113,2
SRC_pure/Accuracy,0.8977,0.0048,0.0436,2
SRC_pure/ROC-AUC,0.6690,0.0055,0.0495,2
SRC_pure/MCC,0.0704,0.0106,0.0950,2
SRC_pure/Minority-Precision,0.1016,0.0100,0.0900,2
SRC_pure/Minority-Recall,0.1500,0.0054,0.0489,2
SRC_pure/Minority-F1,0.1211,0.0089,0.0800,2
SRC_pure/Minority-PR-AUC,0.0841,0.0029,0.0261,2
SRC_fddl/Macro-Precision,0.5299,0.0055,0.0497,2
SRC_fddl/Macro-Recall,0.5426,0.0053,0.0473,2
SRC_fddl/Macro-F1,0.5340,0.0060,0.0543,2
SRC_fddl/Macro-PR-AUC,0.5296,0.0013,0.0114,2
SRC_fddl/Accuracy,0.8984,0.0051,0.0459,2
SRC_fddl/ROC-AUC,0.6692,0.0055,0.0496,2
SRC_fddl/MCC,0.0714,0.0110,0.0989,2
SRC_fddl/Minority-Precision,0.1027,0.0106,0.0950,2
SRC_fddl/Minority-Recall,0.1500,0.0054,0.0489,2
SRC_fddl/Minority-F1,0.1219,0.0093,0.0831,2
SRC_fddl/Minority-PR-AUC,0.0842,0.0029,0.0264,2
