master_seed,data_load,partition,fit_encoder_dict,sparse_codes_train,sparse_codes_val,sparse_codes_test,val_logreg,val_gboost,val_svm,val_rf,test_logreg,test_gboost,test_svm,test_rf,src_embeddings,src_pure,src_fddl,seed_total
58,11.575,0.041,1841.608,4.681,3.269,3.259,0.293,115.734,18.552,5.489,0.286,115.940,18.504,5.544,3.057,1.944,1.858,2151.651
30,11.489,0.037,1915.482,4.705,3.296,3.317,0.304,115.853,14.663,5.148,0.300,115.857,14.641,5.154,3.095,1.872,1.839,2217.071
