metric,mean,std_ddof1,ci95_halfwidth,n
LogisticRegression/Macro-Precision,0.6572,0.0195,0.0243,5
LogisticRegression/Macro-Recall,0.6921,0.0288,0.0358,5
LogisticRegression/Macro-F1,0.6701,0.0121,0.0150,5
LogisticRegression/Macro-PR-AUC,0.6359,0.0047,0.0059,5
LogisticRegression/Accuracy,0.9338,0.0077,0.0096,5
LogisticRegression/ROC-AUC,0.8354,0.0074,0.0092,5
LogisticRegression/MCC,0.3456,0.0256,0.0318,5
LogisticRegression/Minority-Precision,0.3430,0.0406,0.0503,5
LogisticRegression/Minority-Recall,0.4254,0.0667,0.0828,5
LogisticRegression/Minority-F1,0.3752,0.0240,0.0299,5
LogisticRegression/Minority-PR-AUC,0.2839,0.0109,0.0136,5
GradientBoosting/Macro-Precision,0.6689,0.0183,0.0228,5
GradientBoosting/Macro-Recall,0.6666,0.0407,0.0505,5
GradientBoosting/Macro-F1,0.6645,0.0197,0.0245,5
GradientBoosting/Macro-PR-AUC,0.6532,0.0210,0.0261,5
GradientBoosting/Accuracy,0.9403,0.0057,0.0070,5
GradientBoosting/ROC-AUC,0.8284,0.0135,0.0168,5
GradientBoosting/MCC,0.3329,0.0402,0.0500,5
GradientBoosting/Minority-Precision,0.3691,0.0378,0.0469,5
GradientBoosting/Minority-Recall,0.3646,0.0903,0.1121,5
GradientBoosting/Minority-F1,0.3604,0.0412,0.0511,5
GradientBoosting/Minority-PR-AUC,0.3191,0.0414,0.0514,5
LinearSVM/Macro-Precision,0.6643,0.0174,0.0216,5
LinearSVM/Macro-Recall,0.6925,0.0253,0.0314,5
LinearSVM/Macro-F1,0.6746,0.0071,0.0088,5
LinearSVM/Macro-PR-AUC,0.6461,0.0062,0.0078,5
LinearSVM/Accuracy,0.9359,0.0101,0.0126,5
LinearSVM/ROC-AUC,0.8431,0.0082,0.0102,5
LinearSVM/MCC,0.3538,0.0117,0.0146,5
LinearSVM/Minority-Precision,0.3572,0.0373,0.0463,5
LinearSVM/Minority-Recall,0.4238,0.0637,0.0791,5
LinearSVM/Minority-F1,0.3831,0.0117,0.0145,5
LinearSVM/Minority-PR-AUC,0.3039,0.0140,0.0173,5
RandomForest/Macro-Precision,0.7090,0.0262,0.0325,5
RandomForest/Macro-Recall,0.7048,0.0400,0.0497,5
RandomForest/Macro-F1,0.7029,0.0172,0.0213,5
RandomForest/Macro-PR-AUC,0.6899,0.0228,0.0283,5
RandomForest/Accuracy,0.9469,0.0066,0.0082,5
RandomForest/ROC-AUC,0.8514,0.0141,0.0175,5
RandomForest/MCC,0.4104,0.0333,0.0414,5
RandomForest/Minority-Precision,0.4456,0.0549,0.0681,5
RandomForest/Minority-Recall,0.4377,0.0894,0.1110,5
RandomForest/Minority-F1,0.4336,0.0349,0.0434,5
RandomForest/Minority-PR-AUC,0.3918,0.0456,0.0567,5
SRC_pure/Macro-Precision,0.5977,0.0097,0.0120,5
SRC_pure/Macro-Recall,0.7234,0.0153,0.0190,5
SRC_pure/Macro-F1,0.6253,0.0121,0.0150,5
SRC_pure/Macro-PR-AUC,0.6258,0.0136,0.0169,5
SRC_pure/Accuracy,0.8874,0.0105,0.0131,5
SRC_pure/ROC-AUC,0.8224,0.0134,0.0166,5
SRC_pure/MCC,0.2951,0.0201,0.0250,5
SRC_pure/Minority-Precision,0.2196,0.0191,0.0237,5
SRC_pure/Minority-Recall,0.5423,0.0358,0.0444,5
SRC_pure/Minority-F1,0.3120,0.0192,0.0239,5
SRC_pure/Minority-PR-AUC,0.2648,0.0263,0.0327,5
SRC_fddl/Macro-Precision,0.5979,0.0095,0.0118,5
SRC_fddl/Macro-Recall,0.7232,0.0145,0.0180,5
SRC_fddl/Macro-F1,0.6257,0.0118,0.0147,5
SRC_fddl/Macro-PR-AUC,0.6272,0.0133,0.0166,5
SRC_fddl/Accuracy,0.8878,0.0103,0.0128,5
SRC_fddl/ROC-AUC,0.8222,0.0132,0.0164,5
SRC_fddl/MCC,0.2954,0.0195,0.0242,5
SRC_fddl/Minority-Precision,0.2202,0.0187,0.0233,5
SRC_fddl/Minority-Recall,0.5415,0.0339,0.0421,5
SRC_fddl/Minority-F1,0.3124,0.0188,0.0234,5
SRC_fddl/Minority-PR-AUC,0.2675,0.0258,0.0320,5
