master_seed,data_load,partition,fit_encoder_dict,sparse_codes_train,sparse_codes_val,sparse_codes_test,val_logreg,val_gboost,val_svm,val_rf,test_logreg,test_gboost,test_svm,test_rf,seed_total
32,11.614,0.037,12.034,5.800,4.424,4.283,0.031,3.775,0.104,1.015,0.028,3.768,0.104,1.027,48.063
22,11.443,0.032,11.614,5.158,4.657,4.107,0.030,3.816,0.114,1.084,0.027,3.816,0.113,1.094,47.121
31,11.514,0.036,11.771,5.325,4.640,4.348,0.030,3.833,0.100,1.049,0.027,3.829,0.099,1.052,47.671
91,11.493,0.033,11.675,5.687,4.212,4.208,0.030,3.814,0.101,1.051,0.027,3.806,0.097,1.052,47.303
28,11.441,0.035,11.554,5.643,4.153,4.170,0.031,3.811,0.105,1.047,0.026,3.807,0.104,1.045,46.988
