master_seed,data_load,partition,fit_encoder_dict,sparse_codes_train,sparse_codes_val,sparse_codes_test,val_logreg,val_gboost,val_svm,val_rf,test_logreg,test_gboost,test_svm,test_rf,seed_total
68,11.583,0.037,14.231,3.799,3.501,2.817,0.055,5.579,0.174,1.251,0.047,5.532,0.173,1.291,50.088
74,11.548,0.037,14.278,4.154,2.930,2.813,0.058,5.591,0.172,1.243,0.049,5.562,0.168,1.247,49.870
61,11.703,0.036,14.216,4.175,2.900,2.987,0.046,5.595,0.176,1.302,0.040,5.607,0.175,1.315,50.288
7,11.645,0.035,14.285,4.245,2.916,2.919,0.056,5.480,0.171,1.271,0.045,5.466,0.169,1.267,49.989
14,11.575,0.035,13.620,3.953,2.750,2.652,0.056,5.479,0.171,1.174,0.049,5.479,0.169,1.180,48.363
