metric,mean,std_ddof1,ci95_halfwidth,n
LogisticRegression/Accuracy,0.6964,0.0450,0.0559,5
LogisticRegression/Precision,0.6613,0.0621,0.0771,5
LogisticRegression/Recall,0.8238,0.0641,0.0796,5
LogisticRegression/F1-Score,0.7296,0.0216,0.0269,5
LogisticRegression/ROC-AUC,0.7889,0.0104,0.0129,5
LogisticRegression/PR-AUC,0.7836,0.0169,0.0210,5
GradientBoosting/Accuracy,0.7218,0.0119,0.0148,5
GradientBoosting/Precision,0.6944,0.0217,0.0270,5
GradientBoosting/Recall,0.7862,0.0364,0.0452,5
GradientBoosting/F1-Score,0.7367,0.0102,0.0127,5
GradientBoosting/ROC-AUC,0.8150,0.0128,0.0159,5
GradientBoosting/PR-AUC,0.8290,0.0177,0.0220,5
LinearSVM/Accuracy,0.7203,0.0189,0.0235,5
LinearSVM/Precision,0.6862,0.0288,0.0358,5
LinearSVM/Recall,0.8077,0.0346,0.0430,5
LinearSVM/F1-Score,0.7411,0.0098,0.0122,5
LinearSVM/ROC-AUC,0.8036,0.0135,0.0167,5
LinearSVM/PR-AUC,0.7973,0.0168,0.0208,5
RandomForest/Accuracy,0.7343,0.0312,0.0387,5
RandomForest/Precision,0.7023,0.0346,0.0430,5
RandomForest/Recall,0.8084,0.0231,0.0287,5
RandomForest/F1-Score,0.7512,0.0237,0.0294,5
RandomForest/ROC-AUC,0.8300,0.0206,0.0256,5
RandomForest/PR-AUC,0.8450,0.0175,0.0218,5
SRC_pure/balanced_acc,0.7222,0.0170,0.0211,5
SRC_pure/precision,0.7935,0.0348,0.0432,5
SRC_pure/recall,0.5985,0.0187,0.0232,5
SRC_pure/f1_score,0.6819,0.0164,0.0203,5
SRC_pure/roc_auc,0.7721,0.0114,0.0142,5
SRC_pure/pr_auc,0.7881,0.0184,0.0229,5
SRC_fddl/balanced_acc,0.7161,0.0084,0.0104,5
SRC_fddl/precision,0.8251,0.0229,0.0284,5
SRC_fddl/recall,0.5464,0.0168,0.0209,5
SRC_fddl/f1_score,0.6571,0.0107,0.0132,5
SRC_fddl/roc_auc,0.7794,0.0117,0.0145,5
SRC_fddl/pr_auc,0.7949,0.0184,0.0229,5
