metric,mean,std_ddof1,ci95_halfwidth,n
LogisticRegression/Macro-Precision,0.7115,0.0238,0.0296,5
LogisticRegression/Macro-Recall,0.7127,0.0364,0.0452,5
LogisticRegression/Macro-F1,0.7083,0.0119,0.0147,5
LogisticRegression/Macro-PR-AUC,0.6840,0.0128,0.0159,5
LogisticRegression/Accuracy,0.9473,0.0049,0.0061,5
LogisticRegression/ROC-AUC,0.8520,0.0136,0.0169,5
LogisticRegression/MCC,0.4209,0.0200,0.0248,5
LogisticRegression/Minority-Precision,0.4500,0.0510,0.0633,5
LogisticRegression/Minority-Recall,0.4538,0.0817,0.1015,5
LogisticRegression/Minority-F1,0.4442,0.0260,0.0323,5
LogisticRegression/Minority-PR-AUC,0.3798,0.0246,0.0305,5
GradientBoosting/Macro-Precision,0.6810,0.0162,0.0201,5
GradientBoosting/Macro-Recall,0.7007,0.0118,0.0147,5
GradientBoosting/Macro-F1,0.6897,0.0108,0.0134,5
GradientBoosting/Macro-PR-AUC,0.6793,0.0163,0.0202,5
GradientBoosting/Accuracy,0.9412,0.0046,0.0057,5
GradientBoosting/ROC-AUC,0.8472,0.0112,0.0140,5
GradientBoosting/MCC,0.3808,0.0207,0.0257,5
GradientBoosting/Minority-Precision,0.3899,0.0325,0.0403,5
GradientBoosting/Minority-Recall,0.4354,0.0260,0.0323,5
GradientBoosting/Minority-F1,0.4103,0.0197,0.0244,5
GradientBoosting/Minority-PR-AUC,0.3703,0.0327,0.0406,5
LinearSVM/Macro-Precision,0.7203,0.0284,0.0353,5
LinearSVM/Macro-Recall,0.7087,0.0229,0.0285,5
LinearSVM/Macro-F1,0.7121,0.0107,0.0132,5
LinearSVM/Macro-PR-AUC,0.6847,0.0147,0.0182,5
LinearSVM/Accuracy,0.9493,0.0057,0.0071,5
LinearSVM/ROC-AUC,0.8456,0.0145,0.0180,5
LinearSVM/MCC,0.4269,0.0227,0.0282,5
LinearSVM/Minority-Precision,0.4679,0.0583,0.0724,5
LinearSVM/Minority-Recall,0.4431,0.0526,0.0653,5
LinearSVM/Minority-F1,0.4507,0.0201,0.0249,5
LinearSVM/Minority-PR-AUC,0.3818,0.0277,0.0344,5
RandomForest/Macro-Precision,0.7428,0.0136,0.0169,5
RandomForest/Macro-Recall,0.7192,0.0166,0.0206,5
RandomForest/Macro-F1,0.7299,0.0120,0.0149,5
RandomForest/Macro-PR-AUC,0.7088,0.0143,0.0177,5
RandomForest/Accuracy,0.9540,0.0021,0.0027,5
RandomForest/ROC-AUC,0.8616,0.0072,0.0090,5
RandomForest/MCC,0.4610,0.0239,0.0297,5
RandomForest/Minority-Precision,0.5120,0.0270,0.0335,5
RandomForest/Minority-Recall,0.4600,0.0344,0.0427,5
RandomForest/Minority-F1,0.4839,0.0233,0.0289,5
RandomForest/Minority-PR-AUC,0.4290,0.0278,0.0346,5
SRC_pure/Macro-Precision,0.5549,0.0022,0.0027,5
SRC_pure/Macro-Recall,0.7474,0.0105,0.0130,5
SRC_pure/Macro-F1,0.5313,0.0033,0.0040,5
SRC_pure/Macro-PR-AUC,0.6372,0.0167,0.0207,5
SRC_pure/Accuracy,0.7437,0.0033,0.0041,5
SRC_pure/ROC-AUC,0.8127,0.0076,0.0094,5
SRC_pure/MCC,0.2331,0.0096,0.0119,5
SRC_pure/Minority-Precision,0.1260,0.0031,0.0039,5
SRC_pure/Minority-Recall,0.7515,0.0217,0.0269,5
SRC_pure/Minority-F1,0.2158,0.0054,0.0067,5
SRC_pure/Minority-PR-AUC,0.2889,0.0333,0.0414,5
SRC_fddl/Macro-Precision,0.5548,0.0022,0.0028,5
SRC_fddl/Macro-Recall,0.7473,0.0105,0.0131,5
SRC_fddl/Macro-F1,0.5311,0.0033,0.0041,5
SRC_fddl/Macro-PR-AUC,0.6372,0.0167,0.0207,5
SRC_fddl/Accuracy,0.7434,0.0033,0.0041,5
SRC_fddl/ROC-AUC,0.8127,0.0076,0.0094,5
SRC_fddl/MCC,0.2328,0.0096,0.0120,5
SRC_fddl/Minority-Precision,0.1258,0.0032,0.0039,5
SRC_fddl/Minority-Recall,0.7515,0.0217,0.0269,5
SRC_fddl/Minority-F1,0.2156,0.0054,0.0067,5
SRC_fddl/Minority-PR-AUC,0.2889,0.0334,0.0414,5
