metric,mean,std_ddof1,ci95_halfwidth,n
LogisticRegression/Macro-Precision,0.6769,0.0037,0.0332,2
LogisticRegression/Macro-Recall,0.7168,0.0128,0.1151,2
LogisticRegression/Macro-F1,0.6944,0.0073,0.0653,2
LogisticRegression/Macro-PR-AUC,0.6611,0.0089,0.0801,2
LogisticRegression/Accuracy,0.9493,0.0001,0.0012,2
LogisticRegression/ROC-AUC,0.8442,0.0044,0.0399,2
LogisticRegression/MCC,0.3916,0.0157,0.1407,2
LogisticRegression/Minority-Precision,0.3756,0.0063,0.0571,2
LogisticRegression/Minority-Recall,0.4648,0.0266,0.2386,2
LogisticRegression/Minority-F1,0.4154,0.0145,0.1303,2
LogisticRegression/Minority-PR-AUC,0.3321,0.0172,0.1543,2
GradientBoosting/Macro-Precision,0.6393,0.0189,0.1696,2
GradientBoosting/Macro-Recall,0.6991,0.0380,0.3412,2
GradientBoosting/Macro-F1,0.6627,0.0255,0.2292,2
GradientBoosting/Macro-PR-AUC,0.6452,0.0155,0.1396,2
GradientBoosting/Accuracy,0.9390,0.0026,0.0231,2
GradientBoosting/ROC-AUC,0.8256,0.0042,0.0376,2
GradientBoosting/MCC,0.3329,0.0543,0.4882,2
GradientBoosting/Minority-Precision,0.3016,0.0347,0.3117,2
GradientBoosting/Minority-Recall,0.4390,0.0764,0.6860,2
GradientBoosting/Minority-F1,0.3574,0.0497,0.4468,2
GradientBoosting/Minority-PR-AUC,0.3017,0.0323,0.2901,2
LinearSVM/Macro-Precision,0.6716,0.0259,0.2326,2
LinearSVM/Macro-Recall,0.7124,0.0102,0.0915,2
LinearSVM/Macro-F1,0.6883,0.0126,0.1135,2
LinearSVM/Macro-PR-AUC,0.6537,0.0205,0.1840,2
LinearSVM/Accuracy,0.9474,0.0080,0.0717,2
LinearSVM/ROC-AUC,0.8323,0.0149,0.1334,2
LinearSVM/MCC,0.3809,0.0197,0.1771,2
LinearSVM/Minority-Precision,0.3653,0.0528,0.4741,2
LinearSVM/Minority-Recall,0.4577,0.0299,0.2684,2
LinearSVM/Minority-F1,0.4041,0.0209,0.1881,2
LinearSVM/Minority-PR-AUC,0.3184,0.0392,0.3522,2
RandomForest/Macro-Precision,0.6898,0.0199,0.1790,2
RandomForest/Macro-Recall,0.7137,0.0257,0.2305,2
RandomForest/Macro-F1,0.6994,0.0003,0.0026,2
RandomForest/Macro-PR-AUC,0.6818,0.0121,0.1086,2
RandomForest/Accuracy,0.9520,0.0058,0.0521,2
RandomForest/ROC-AUC,0.8573,0.0259,0.2331,2
RandomForest/MCC,0.4015,0.0030,0.0273,2
RandomForest/Minority-Precision,0.4017,0.0420,0.3776,2
RandomForest/Minority-Recall,0.4554,0.0598,0.5369,2
RandomForest/Minority-F1,0.4239,0.0026,0.0231,2
RandomForest/Minority-PR-AUC,0.3730,0.0217,0.1950,2
SRC_pure/Macro-Precision,0.5704,0.0024,0.0212,2
SRC_pure/Macro-Recall,0.7658,0.0096,0.0860,2
SRC_pure/Macro-F1,0.5832,0.0066,0.0592,2
SRC_pure/Macro-PR-AUC,0.6367,0.0046,0.0413,2
SRC_pure/Accuracy,0.8442,0.0122,0.1099,2
SRC_pure/ROC-AUC,0.8281,0.0117,0.1050,2
SRC_pure/MCC,0.2736,0.0003,0.0031,2
SRC_pure/Minority-Precision,0.1558,0.0060,0.0539,2
SRC_pure/Minority-Recall,0.6808,0.0332,0.2983,2
SRC_pure/Minority-F1,0.2534,0.0056,0.0507,2
SRC_pure/Minority-PR-AUC,0.2844,0.0097,0.0876,2
SRC_fddl/Macro-Precision,0.5705,0.0028,0.0252,2
SRC_fddl/Macro-Recall,0.7667,0.0078,0.0704,2
SRC_fddl/Macro-F1,0.5832,0.0073,0.0655,2
SRC_fddl/Macro-PR-AUC,0.6366,0.0046,0.0415,2
SRC_fddl/Accuracy,0.8439,0.0125,0.1122,2
SRC_fddl/ROC-AUC,0.8280,0.0117,0.1052,2
SRC_fddl/MCC,0.2742,0.0014,0.0128,2
SRC_fddl/Minority-Precision,0.1558,0.0067,0.0606,2
SRC_fddl/Minority-Recall,0.6831,0.0299,0.2684,2
SRC_fddl/Minority-F1,0.2536,0.0069,0.0618,2
SRC_fddl/Minority-PR-AUC,0.2841,0.0098,0.0880,2
