master_seed,data_load,partition,fit_encoder_dict,sparse_codes_train,sparse_codes_val,sparse_codes_test,val_logreg,val_gboost,val_svm,val_rf,test_logreg,test_gboost,test_svm,test_rf,seed_total
68,11.788,0.034,49.288,4.605,3.932,3.444,0.041,1.471,0.084,0.649,0.037,1.478,0.082,0.647,78.729
100,11.714,0.034,49.282,4.609,3.894,3.485,0.038,1.465,0.083,0.673,0.036,1.466,0.081,0.673,78.649
